Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2023-11-24,Dracula 3D,2012,https://boxd.it/5cWuXr,2,,"I will always love the one from the 90s, so I can't really recommend this over that. This isn't too terrible. I certainly can't say it's good. There are substantial changes from the original story that I don't think improve things although I probably am biased for the familiar. Evidently one of the powers Dracula has in this one is to be shapeshift into anything, so you get to see a giant preying mantis attack some villager. 

I've seen some people compare this to old Hammer movies, I haven't seen too many of them but I can see the similarities.  But this uses some bad CGI that really takes me from any kind of moodiness.",deleted,2023-11-24
2023-11-24,The Beastmaster,1982,https://boxd.it/5cYNht,2.5,,"I have no nostalgia for this, having somehow missed it as a kid. A lot of some odd ideas my DM had about druids and rangers I think comes from mapping the titular beastmaster onto these classes. Funny. 

I like how they dont' really explain much of anything about the craziness going on here. There's just magic and it can do all kinds of things evidently. Some good props and ideas. I wonder what was going on in the early 80s that there are more than a few movies with a cult taking on the government is the major plot point. Maybe it's just a Conan rip-off and I'm reading too much into it.

Whatever, if you want to get inspired for a D&D campaign this is something to watch. I am going to delete it though, gotta make room.",deleted,2023-11-24
2023-11-25,The Equalizer,2014,https://boxd.it/5djECf,4,,Is this the beginning of the old man leading a quiet life is a crazy skilled assassin trying to.just chill out? I like this better than I liked John wick because Denzel Washington's character is on a better quest than revenge for his puppy. And it doesn't go comic book so I like that too.,,2023-11-25
2023-11-26,Lake Placid 2,2007,https://boxd.it/5dF7Tr,1,,"I feel like this is the same movie as the first one but everything is a worse version of what was in the first one. Actors are unknowns, the CGI is awful. I don't remember any nudity in the first one, and it seems like more people get killed in this. Less Jaws vibe and I don't know what, something way worse.

The movie starts with a dude explaining that his friend went 'missing' but brought in his arm and leg. Sheriff is like ""I don't know, maybe I should make a weed smoker joke"" Like what dude?",deleted,2023-11-26
2023-11-26,Needful Things,1993,https://boxd.it/5dL51p,2.5,,"The thing I liked about the book, how small time petty differences can be lying under the surface everywhere. A line of dominos waiting for someone with the right knowledge and will to knock it over. And also some deals with the devil, sure, that old chestnut. 

This movie does a pretty good job keeping that feel. I don't know how people who haven't read the story would think of this, it seems a bit frantic and there's lots of people with grudges that are set to dance.

This is a made for TV version of the Black Mirror episode 'Shut Up and Dance', but the crimes and secrets here are petty bullshit. Norris acts pretty well here, I think the rest of the people are fairly so-so.",deleted,2023-11-26
2023-11-26,Payback,2021,https://boxd.it/5dUlgN,2.5,,"This is a so-so movie with a kind of grim ending. I liked the ending pretty well, tbh, but getting there was kinda a chore. I also had trouble with a stock broker working muscle on mob jobs.",deleted,2023-11-26
2023-11-27,Host,2020,https://boxd.it/5ebk75,3.5,,"This isn't ground breaking in any real sense, but it was well done, short, and was capturing a time that we really will never be able to explain to those that didn't live through it. some great jump scares for a found footage movie. I definitely got my skin crawling a couple times on this one.

I'll keep it, but I think it's a novelty that may not land on anyone else the same as it hit me.",,2023-11-27
2023-11-27,Mortal Kombat,2021,https://boxd.it/5edTAl,2,,"I'm not super into the mythos of Mortal Kombat, never played it too much. I also am not into a bunch of fighting as a movie genre.  So this is crazy spectacle and if you are into that kind of thing, you might be into that.  It's pretty gory, some of these fatalities are Commodus sticking out his tongue at splashy. ",deleted,2023-11-27
2023-11-27,Crazy Lake,2016,https://boxd.it/5epaMF,1.5,,This is very cliche although the dude who goes crazy because someone pulled out his connect 4 set is a little different.,deleted,2023-11-27
2023-11-27,Deal With the Devil,2018,https://boxd.it/5epdbR,1.5,,No budget retelling of a story we've seen a few times before. Acting is a bit poor. The opening was not bad but it got worse fairly quickly.,deleted,2023-11-27
2023-12-05,House of the Dead 2,2005,https://boxd.it/5h2BLb,1,,"Frat house of the dead? On the plus side, there isn't literal video game clips pasted into the movie. On the negative side, this is really bad and steals lines from famous action movies like it ain't no thing.  This is some bargain bin reject stuff for sure.

Also, the mis-use of how to call officers and enlisted people just set my teeth on edge here.",deleted,2023-12-05
2023-12-06,Double Exposure,1982,https://boxd.it/5h8Fif,2,,"This is film meanders along a serial killing spree, and for a good while I thought it was like the precursor to American Psycho but for swinging divorced dads of the 70s. Sweaty, open shirts, people drinking in public places and sweating all the time, bizarre killings which involve people that don't seem to have a ton of will to live. 

This feels like a grimy snapshot of what adulting was like in the 70s (despite it being made in 82) and the banter throughout was pretty wild.",deleted,2023-12-06
2023-12-06,Beyond Loch Ness,2008,https://boxd.it/5hi3pR,2,,"This is a SyFy movie about a loch ness monster going on a rampage. I have no idea where it's set, it seems to start at loch ness but goes to some American lake town or something. This a dinosaur massacre and it features a techno cowboy with a grudge against old nessie. This is fairly wild stuff, I've seen worse CGI especially for when it was made, but in the end it really doesn't fall together as a story or as anything else of note to give it more than 2 stars.",deleted,2023-12-06
2023-12-07,Boarding Gate,2007,https://boxd.it/5htat9,2.5,,"This started slow and kinda meandered along. Given it's long bits of dialogue and a large focus on the relationship between the main character and some middle aged white guy and the power play between them it's an odd film. I think it's trying to get at something about power, the loss of middle aged white guys being in charge and maybe an ascendency of women running the show.  It's a movie with a lot of broken people in it, doing broken messed up things to one another. When someone does something even remotely kind you suspect trickery. ",deleted,2023-12-07
2023-12-07,Blood and Black Lace,1964,https://boxd.it/5hyoxf,3,,"This was kinda cool, especially with the striking shots and colors and just scene after scene of an Agatha Christie like murder mystery but with pretty vibrant people. It was a little hard to tell the people apart they all kinda morphed into model-esque people living in some really fancy places. I think it was set in Rome, but the killer writes a message in German asking where a diary is, and they all speak English. I don't know what to make of it. 

I can say, people need to learn what 'Take it to the grave' means and live it. Don't write down everyone's darkest secrets in your diary, that's just going to get more people killed.",deleted,2023-12-07
2023-12-07,Boogeyman,2005,https://boxd.it/5hCK1j,1.5,,"It had a couple of interesting ideas like dude teleporting between closets but the acting was so odd in this. The main dude in this finds himself transported back to his house and doesn't really freak out too much. I would have lost my shit. And I feel like he watched his dad get murdered in front of him and then somehow talk to himself into saying it was just a dream and then just lived his life for 10 more years before things started happening again like what the hell is that? 

There was no lore here no understanding of how to defeat the bad guy and I don't even know what happened to the dude's girlfriend.",deleted,2023-12-07
